,type,text,logit_score,pred_score
0,本文,一,-8.632331848144531,-0.9997909665107727
1,本文,某私立大学の法学部で植民政策の講義を担任してる矢杉は、或る時、その学校で発行されてる大学新聞の座談会に出席したが、座談会も終り、暫く雑談が続き、もう散会という間際になって、まだ嘗て受けたことのない質問を一人の学生から提出された。,0.0,0.0
2,本文,植民地に於ける言語というようなことが話題になってた後であるが言語から文章へとんで、現在日本の新聞や雑誌に掲載されてる多くの文章のなかで、句読点、即ちマルやテンが、ひどく軽視されてるような観があるが、それでよいものであろうか、それとも句読点はさほど重要なものではないのであろうか、と、そういう質問なのである。,0.0,0.0
3,本文,矢杉はとっさに明答もなしかね、いい加減な返事をしていると、相手の学生は、更に問題を明瞭にしてきた。,-8.760051727294922,-0.9999946355819702
4,本文,――自分は半島生れの者であって、日本語にはかなり習熟したつもりでおり饒舌ることには自信を持っているが、文章を書くとなると、どうしても格調が出て来ない。,0.0,0.0
5,本文,そこで、文章の格調を獲得するのは、句読点を自由に駆使することに在ると考えついて、いくらかその方面で自得するところがあった。,0.0,0.0
6,本文,然るに、文学者の書いたものなどを読んでも、句読点の重大なこと、謂わばそれぞれの句読点は一つの文字以上の重量を持ってるということが、殆んど誰からも考えられていないような現状である。,0.0,0.0
7,本文,これはどういうことであろうか……云々。,-8.993124008178711,-0.9999929666519165
8,本文,そうなると、矢杉は益々即答が出来かねるのであったが、その問題よりも、相手が半島生れの学生だということの方に心を惹かれて、その風貌を見守った。,0.0,0.0
9,本文,矢杉がこれまで識ってる半島生れの学生には、骨の角立ったそして鈍重な感じのする風貌の者が多く、中にごく僅か、白皙明敏だという感じの風貌の者があったが、今の相手の学生は、その少数な後者の一人で、而も、どこかとぼけたような微笑さえ浮べているのであった。,0.0,0.0
10,本文,その微笑の影に、矢杉はこちらも微笑で応じて、句読点の問題は自分にもよく分らないから文学者にでも聞いたがよかろうと、率直に答えた。,6.897974491119385,0.9973044395446777
11,本文,それから話は、西洋文には句読点のみならず種々の意味を持つ記号が多くあるのに、日本文や諺文や漢文にそれらの記号が少いのは、どういうわけだろうかとの疑問にとび、矢杉の知人で、創作もやれば翻訳もやってる吉村なんか、文字の誤植よりも句読点の誤植の方がよほど気になると平素云っていることなどが、もちだされた。,0.0,0.0
12,本文,そして吉村の意見でも聞いてみないかというようなことから、矢杉は相手の学生の名前の李永泰というのを知り、また更にその顔を眺めたのだった。,0.0,0.0
13,本文,李永泰という名前は、矢杉の記憶の中にあった。,0.0,0.0
14,本文,数ヶ月前、植民政策についての学年末の試験の答案を見ているうち、注意を惹かれた一葉が、李永泰のそれだったのである。,0.0,0.0
15,本文,一体、学生の答案のうち、短くて汚いのは拙劣で、長くて綺麗なのは優良であって、而も不思議に、短いのは汚く、長いのは綺麗である。,0.0,0.0
16,本文,然るに李永泰のは珍らしく短くて綺麗であった。,0.0,0.0
17,本文,手蹟が立派なのは、半島出身者として諾けるが、句読点を整然とつけた文章で而も要点だけが簡明に書かれていた。,0.0,0.0
18,本文,その美事な手蹟と明晰な文体とに接して、矢杉はちょっと、答案調べの憂鬱さから救われた気がした。,8.08382511138916,0.9999548196792603
19,本文,そして学校の教務課へ点数を報告する折、懇意な事務員と顔を合したので、別に何ということなく、李永泰の全般の成績を聞いてみた。,0.0,0.0
20,本文,どの科目もみな優良だった。,3.888559103012085,0.6857610940933228
21,本文,ただ一つ不思議なのは、各学年の修了科目がごく少数で、恐らく試験を受けたり受けなかったりしたのであろうか、普通なら三年間で卒業出来る筈なのに、もう四年間も在学していて、まだ三四の科目が残ってることだった。,0.0,0.0
22,本文,へんな学生だと、事務員も云っていた。,-8.941295623779297,-0.9999672174453735
23,本文,そういう記憶が、矢杉の頭に蘇ってきた。,9.268694877624512,0.9999977350234985
24,本文,座談会は散会となり、矢杉は自動車を断って少し歩くこととし、李永泰と話の続きもあるようで、自然に連れだって行くことになった。,0.0,0.0
25,本文,他の学生達と二人の教師とは、文章の問題などには興味がないのか、或は李が始終沈黙を守っていた末に矢杉と長々話しだしたのに遠慮してか、或は道筋が異るのか、別れていってしまった。,0.0,0.0
26,本文,矢杉は李と二人で、小川町の会場からお茶の水駅東口の方へ、広い静かな街路を、少し酒にほてった身で夜気を吸いながら、ゆっくり足を運んだ。,9.157885551452637,0.9999942779541016
27,本文,話題は文章のことから離れて、矢杉の好奇心の向く方へ動いていった。,0.0,0.0
28,本文,そして旧知の師弟の間に於けるような会話が続いた。,0.0,0.0
29,本文,「君はどの科目も成績が優良なのに、どうして五年間も学校にぐずついてるんだい。,-8.179119110107422,-0.9999896287918091
30,本文,早く卒業した方がいいじゃないか。」,0.0,0.0
31,本文,そんなことを矢杉が知ってるのを、李は訝りもせず、素直に答えた。,0.0,0.0
32,本文,「学校にいる間に、いろいろなこと勉強したいんです。」,8.783164024353027,0.9999725818634033
33,本文,「沢山講義を聴いてるのかい。」,-6.001923561096191,-0.9992371797561646
34,本文,「講義ではありません。,-9.053627967834473,-0.9999967813491821
35,本文,植字とか、編輯とか、校正とか、研究してみました。」,0.0,0.0
